Club Name,Description,Commitment Level,Categories,Image URL,Link
StuyPapercrafts,Stuyvesant Papercrafts aims to spread the joy of papercraft by working together to create awe-inspiring papercrafts.,Low Commitment,"Arts & Crafts, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/StuyPapercrafts/6c4e5eb3",/StuyPapercrafts
Stuy Geography,"Stuy Geography intends to unite a body of students who are interested in geography and have map-related interests, like Geoguessr.",Low Commitment,"Academic & Professional, Club Sports & Recreational Games, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/geography/e59dd599",/geography
Stuyvesant Reality Check,Stuyvesant Reality Check is a youth-led club that advocates against the spread of the tobacco epidemic.,Low Commitment,"Community Service & Volunteering, Public Speaking, Publication","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/stuyrealitycheck/80dfb8c7",/stuyrealitycheck
Stuyvesant Rowing,"The Stuyvesant Rowing Club provides access to rowing opportunities, races, and boatbuilding at the Village Community Boathouse.",Low Commitment,Club Sports & Recreational Games,"https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/stuyrowing/17d5a2fb",/stuyrowing
Operation Smile,The Operation Smile club incorporates students in the mission to deliver free cleft surgeries and comprehensive care to people who need it most.,Low Commitment,"Arts & Crafts, Community Service & Volunteering, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/operationsmile/1f044643",/operationsmile
The Klavier Klubhouse,This club aims to unite all pianists in Stuyvesant together to inspire and teach one another.,Low Commitment,"Music, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/TheKlavierKlubhouse/ca33e241",/TheKlavierKlubhouse
ASPIRA (Stuyvesant’s Hispanic Students Association),ASPIRA aims to create a friendly and welcoming environment where Hispanics and non-Hispanics can learn/discuss important race-related topics.,Low Commitment,Cultural & Religious,"https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/aspira/7aa4ecc9",/aspira
Stuyvesant Seekers Christian Fellowship,Our mission is to provide a safe space to field questions about Christianity and to learn more about and grow in the Christian faith.,Low Commitment,Cultural & Religious,"https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/seekers/a45bd87e",/seekers
Stuyvesant Women in Science,Stuy Women in Science aims to create a supportive environment for women with varying degrees of interest in pursuing a career in science.,Low Commitment,"Academic & Professional, STEM, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/stuywomeninscience/27257544",/stuywomeninscience
StuyIndianClassics,StuyIndianClassics will teach students the behind-the-scenes processes of producing Indian classical music,Low Commitment,"Cultural & Religious, Music, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/IndianClassics/3a23328d",/IndianClassics
Investment Club,Teach students about how investing can be used as a tool to make the world a better place,Medium Commitment,"Academic & Professional, Hobby & Special Interests, Publication","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/investment/0b556657",/investment
Stuyvesant Women Engineers,SWE creates a space for female and non-binary students to pursue the field of engineering,Low Commitment,"Academic & Professional, STEM","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/stuywomenegineers/d11d0d50",/stuywomenengineers
Stuy Wrestling Club,Creating an inclusive and supportive environment for wrestlers of all levels to come together and learn new things.,Low Commitment,"Club Sports & Recreational Games, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/stuywrestlingclub/08a718a7",/stuywrestlingclub
Stuyvesant Road Runners,"As Stuy's chapter of the New York Road Runners, we promote a healthier lifestyle through recreational running and exercise in a welcoming environment.",Low Commitment,"Club Sports & Recreational Games, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/roadrunners/7d462f43",/roadrunners
Robotics For All,"Robotics For All provides free STEM education to students of all backgrounds, aiming to inspire young children to pursue careers in STEM.",Medium Commitment,"Community Service & Volunteering, STEM","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/roboticsforall/532092ad",/roboticsforall
Stuyvesant Quiz Bowl,Quiz Bowl is a way to expose students to a larger variety of different topics than what they may be provided with in the school curriculum.,Low Commitment,"Academic & Professional, Club Sports & Recreational Games","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/quizbowl/16f485b0",/quizbowl
Breast Cancer Awareness Fundraising Club,The mission of the Breast Cancer Awareness Fundraising Club is to collect enough funds to make a difference in the lives of those with breast cancer.,Medium Commitment,"Community Service & Volunteering, STEM","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/breastcancer/bbe1dedd",/breastcancer
Stuy Prep,"Started in 2016, Stuy Prep works with traditionally underrepresented middle school students to gain entrance into NYC's specialized high schools.",Low Commitment,"Academic & Professional, Community Service & Volunteering","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/stuyprep/8f2ded7f",/stuyprep
Professional Wrestling Apprieciation,PWA intends to serve as a talking space for all things related to the worldwide sport that is professional wrestling.,Low Commitment,"Club Sports & Recreational Games, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/pwa/d84b761b",/pwa
American Assimilation Helpline Stuyvesant Chapter,AAH aims to create equal opportunities for those marginalized in STEM and reduce the wealth and gender gap through student tutors.,Low Commitment,Community Service & Volunteering,"https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/AAH/6ef98d64",/AAH
Stuy Architecture Club,"This club is dedicated to teaching the in's and out's of architecture through designing, creating model structures, and gaining experience from pros.",Medium Commitment,Arts & Crafts,"https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/stuyarchitectureclub/78287a15",/stuyarchitectureclub
Jewish Student Union,"To provide an environment in which students of all backgrounds can come together to learn about, discuss, and experience Judaism.",Low Commitment,Cultural & Religious,"https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/JSU/763c70ec",/JSU
Stuy Volleyball,The Volleyball Club strives to connect students at Stuyvesant through their interest in volleyball.,Low Commitment,Club Sports & Recreational Games,"https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/volleyball/3e934005",/volleyball
Indian Culture Club,"The Indian Culture Club aims to create a fun, educative atmosphere to explore all things India-- from entertainment, culture, and regions.",Low Commitment,"Cultural & Religious, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/Indian-culture-club/b6ab93c1",/Indian-culture-club
Stuy Soccer Club,Stuy Soccer hopes to provide a home to all of the soccer fans in Stuyvesant.,Low Commitment,"Club Sports & Recreational Games, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/stuysoccerclub/32a8d70b",/stuysoccerclub
Jpop Idol Club,Jpop Idol Club's goal is to create a judgement free community to learn and appreciate Jpop. Anyone can be an idol!,Medium Commitment,"Music, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/jpopidolclub/0ab9595b",/jpopidolclub
StuyFutsal,"Introducing Futsal to Stuy, a fun and exciting version of street-style soccer for everyone who wants to try.",Medium Commitment,Club Sports & Recreational Games,"https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/stuyfutsal/283910bd",/stuyfutsal
Stuyvesant Board Games Club,The Stuyvesant Board Games Club is dedicated to the playing and teaching of a wide range of board and tabletop games.,Low Commitment,Hobby & Special Interests,"https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/stuybgc/6baec2dc",/stuybgc
Stuy Cartoons Club,Stuy’s Cartoons Club is a community of people interested in cartoons whether it is to watch or make them!,Low Commitment,Hobby & Special Interests,"https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/cartoonsclub/34369100",/cartoonsclub
"Native American, Hawaiian and Alaskan (NAHA) Speakers Club","The Native American, Hawaiian and Alaskan (NAHA) Speakers club serves to build an inclusive environment for indigenous students and allies to gather.",Low Commitment,Cultural & Religious,"https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/NAHA/5afd555f",/NAHA
Asian American Literature Club,The Asian American Lit Club is a perfect fit for avid readers or anyone interested in exploring the Asian American experience through good works.,Medium Commitment,Hobby & Special Interests,"https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/asianamericanlit/41cfe94e",/asianamericanlit
Books that Burned,"BTB aims to spread awareness about book bans and to help Stuyvesant students, authors, and teachers have access to banned books.",Medium Commitment,"Academic & Professional, Hobby & Special Interests","https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/books-that-burned/d59112d3",/books-that-burned
Stuyvesant Philosophy Club,Stuy Philosophy is a club dedicated to providing a scholarly and intellectual space for all manner of philosophical discussion.,Low Commitment,Academic & Professional,"https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/stuyphilosophy/40bf9416",/stuyphilosophy
Basketball Club,To provide a place for Stuyvesant students to play basketball.,Low Commitment,Club Sports & Recreational Games,"https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/basketball/15e2c949",/basketball
Stuy Startup,Providing members with real-life entrepreneurship experience. Leadership has experience winning business competitions and starting businesses.,Low Commitment,Academic & Professional,"https://image-cdn.stuyactivities.org/image/upload/c_thumb,g_center,h_180,r_100,w_180/v1/organizations/stuystartup/b131383c",/stuystartup
